f;i;t;demand
75;349;78;1
76;327;78;1
80;337;78;1
83;75;78;1
96;282;78;1
104;83;78;1
108;197;78;1
109;201;78;2
111;204;78;1
118;264;78;5
119;275;78;8
120;243;78;4
124;270;78;1
125;423;78;1
126;416;78;1
135;397;78;1
146;21;78;2
148;42;78;2
151;60;78;2
152;224;78;1
155;219;78;1
159;224;78;1
160;221;78;1
162;434;78;2
167;431;78;2
2;325;79;9
3;143;79;6
4;324;79;13
5;134;79;10
6;135;79;9
7;320;79;8
8;318;79;7
9;323;79;10
10;121;79;1
21;100;79;1
24;95;79;1
26;117;79;1
34;88;79;1
35;83;79;1
36;113;79;1
39;107;79;1
40;104;79;1
41;113;79;1
46;107;79;1
52;105;79;1
53;108;79;1
58;88;79;1
60;108;79;1
61;101;79;12
63;305;79;1
65;302;79;1
68;303;79;1
71;25;79;1
74;136;79;1
75;349;79;1
78;338;79;1
87;224;79;1
88;333;79;1
99;363;79;2
105;329;79;1
108;197;79;2
109;201;79;2
110;176;79;1
114;195;79;2
116;235;79;1
118;264;79;9
119;275;79;11
120;243;79;10
125;423;79;2
126;416;79;1
127;423;79;1
128;315;79;2
129;111;79;1
138;29;79;1
144;1;79;1
147;145;79;1
151;60;79;2
154;208;79;1
159;224;79;1
160;221;79;2
161;231;79;1
163;434;79;2
165;431;79;1
2;325;80;30
3;143;80;22
4;324;80;17
5;134;80;27
6;135;80;19
7;320;80;20
8;318;80;20
9;323;80;17
11;100;80;2
13;127;80;1
19;120;80;1
21;100;80;3
23;132;80;1
25;129;80;1
26;117;80;1
29;108;80;1
30;101;80;1
31;91;80;2
32;107;80;1
34;88;80;1
35;83;80;1
36;113;80;1
38;107;80;1
42;111;80;1
44;109;80;2
45;113;80;1
46;107;80;1
50;85;80;1
54;93;80;1
57;83;80;1
58;88;80;1
60;108;80;4
61;101;80;22
63;305;80;1
66;204;80;2
70;45;80;1
72;347;80;1
74;136;80;2
75;349;80;4
76;327;80;2
79;331;80;1
84;326;80;1
85;231;80;1
89;75;80;2
94;280;80;2
95;328;80;2
96;282;80;1
97;329;80;1
98;75;80;1
99;363;80;2
101;119;80;1
104;83;80;1
105;329;80;2
108;197;80;1
109;201;80;1
110;176;80;2
111;204;80;2
112;189;80;1
114;195;80;5
116;235;80;1
118;264;80;25
119;275;80;17
120;243;80;20
121;415;80;1
123;112;80;1
125;423;80;1
126;416;80;2
127;423;80;3
128;315;80;3
129;111;80;3
134;394;80;3
135;397;80;2
136;325;80;2
137;37;80;1
140;31;80;1
141;34;80;1
144;1;80;1
146;21;80;1
147;145;80;2
148;42;80;3
151;60;80;2
152;224;80;1
153;205;80;1
157;207;80;1
159;224;80;1
160;221;80;2
161;231;80;2
162;434;80;2
163;434;80;6
164;434;80;3
167;431;80;4
2;325;81;16
3;143;81;12
4;324;81;16
5;134;81;16
6;135;81;12
7;320;81;21
8;318;81;21
9;323;81;13
10;121;81;1
11;100;81;1
14;141;81;1
17;132;81;1
18;140;81;1
19;120;81;1
21;100;81;1
22;128;81;1
23;132;81;1
24;95;81;1
28;113;81;1
35;83;81;1
36;113;81;1
40;104;81;1
45;113;81;1
49;115;81;2
50;85;81;1
54;93;81;1
55;98;81;1
60;108;81;1
61;101;81;13
64;244;81;1
67;248;81;1
71;25;81;1
72;347;81;2
73;26;81;1
74;136;81;2
75;349;81;1
76;327;81;2
77;337;81;1
79;331;81;1
82;337;81;2
84;326;81;1
88;333;81;1
90;355;81;1
96;282;81;1
97;329;81;1
98;75;81;1
99;363;81;3
100;85;81;1
101;119;81;1
104;83;81;2
105;329;81;5
106;197;81;2
108;197;81;2
109;201;81;2
110;176;81;5
111;204;81;2
114;195;81;5
115;273;81;1
117;258;81;2
118;264;81;20
119;275;81;15
120;243;81;13
122;276;81;2
125;423;81;3
126;416;81;2
127;423;81;3
128;315;81;6
129;111;81;1
130;388;81;1
134;394;81;1
135;397;81;1
136;325;81;4
137;37;81;2
138;29;81;1
139;34;81;1
140;31;81;1
141;34;81;1
146;21;81;1
148;42;81;1
150;64;81;1
151;60;81;1
156;216;81;1
158;215;81;3
159;224;81;2
160;221;81;2
161;231;81;4
162;434;81;4
163;434;81;1
167;431;81;2
1;114;82;1
2;325;82;17
3;143;82;11
4;324;82;13
5;134;82;14
6;135;82;25
7;320;82;23
8;318;82;8
9;323;82;21
11;100;82;1
15;134;82;1
20;135;82;1
26;117;82;1
29;108;82;2
31;91;82;1
35;83;82;1
36;113;82;1
41;113;82;1
50;85;82;1
55;98;82;1
56;84;82;1
60;108;82;2
61;101;82;13
62;202;82;1
64;244;82;1
69;139;82;1
74;136;82;4
78;338;82;1
82;337;82;1
84;326;82;1
85;231;82;2
88;333;82;1
90;355;82;1
95;328;82;1
96;282;82;1
97;329;82;1
99;363;82;3
103;83;82;1
104;83;82;2
105;329;82;1
106;197;82;3
108;197;82;3
109;201;82;4
110;176;82;3
111;204;82;2
112;189;82;4
113;173;82;1
114;195;82;3
118;264;82;21
119;275;82;17
120;243;82;16
124;270;82;1
125;423;82;3
126;416;82;1
127;423;82;2
128;315;82;2
129;111;82;2
132;380;82;1
135;397;82;2
138;29;82;1
140;31;82;1
144;1;82;1
145;19;82;1
146;21;82;2
148;42;82;1
149;70;82;1
151;60;82;4
154;208;82;1
159;224;82;1
160;221;82;2
161;231;82;3
163;434;82;3
164;434;82;1
165;431;82;1
2;325;83;20
3;143;83;21
4;324;83;14
5;134;83;14
6;135;83;22
7;320;83;9
8;318;83;10
9;323;83;13
13;127;83;1
14;141;83;1
15;134;83;1
23;132;83;1
24;95;83;2
25;129;83;1
26;117;83;3
27;99;83;1
28;113;83;2
32;107;83;1
36;113;83;1
44;109;83;1
50;85;83;1
53;108;83;1
54;93;83;1
57;83;83;1
59;107;83;1
60;108;83;2
61;101;83;16
63;305;83;1
65;302;83;1
68;303;83;2
70;45;83;3
71;25;83;1
74;136;83;2
75;349;83;4
76;327;83;1
77;337;83;1
81;79;83;2
83;75;83;1
85;231;83;2
87;224;83;2
90;355;83;1
91;76;83;2
92;333;83;1
94;280;83;1
98;75;83;2
99;363;83;3
104;83;83;3
105;329;83;2
109;201;83;3
110;176;83;2
111;204;83;2
113;173;83;1
114;195;83;1
116;235;83;1
118;264;83;15
119;275;83;19
120;243;83;19
123;112;83;1
125;423;83;4
128;315;83;1
129;111;83;1
132;380;83;1
136;325;83;3
146;21;83;2
149;70;83;1
151;60;83;2
152;224;83;1
158;215;83;1
159;224;83;4
160;221;83;3
161;231;83;5
162;434;83;1
163;434;83;3
164;434;83;3
167;431;83;3
2;325;84;16
3;143;84;17
4;324;84;13
5;134;84;16
6;135;84;17
7;320;84;12
8;318;84;22
9;323;84;18
10;121;84;2
18;140;84;1
20;135;84;1
21;100;84;1
22;128;84;1
23;132;84;1
26;117;84;3
28;113;84;1
29;108;84;1
32;107;84;2
34;88;84;1
35;83;84;1
40;104;84;1
42;111;84;1
43;85;84;1
44;109;84;2
46;107;84;1
49;115;84;1
50;85;84;1
51;105;84;1
52;105;84;1
54;93;84;1
57;83;84;1
61;101;84;13
63;305;84;1
64;244;84;1
69;139;84;1
70;45;84;1
73;26;84;4
74;136;84;2
75;349;84;3
79;331;84;1
82;337;84;1
83;75;84;1
91;76;84;1
92;333;84;1
96;282;84;2
97;329;84;1
99;363;84;3
100;85;84;1
104;83;84;1
105;329;84;3
106;197;84;1
108;197;84;4
109;201;84;4
110;176;84;3
111;204;84;1
113;173;84;1
114;195;84;2
117;258;84;2
118;264;84;21
119;275;84;14
120;243;84;17
124;270;84;1
125;423;84;2
127;423;84;1
129;111;84;3
133;389;84;1
135;397;84;4
136;325;84;2
137;37;84;1
139;34;84;1
142;32;84;1
144;1;84;1
146;21;84;1
148;42;84;6
151;60;84;2
154;208;84;1
156;216;84;1
158;215;84;2
159;224;84;1
160;221;84;1
161;231;84;1
162;434;84;1
163;434;84;1
167;431;84;6
1;114;85;1
2;325;85;12
3;143;85;13
4;324;85;20
5;134;85;15
6;135;85;20
7;320;85;18
8;318;85;8
9;323;85;15
10;121;85;1
11;100;85;1
17;132;85;2
21;100;85;1
23;132;85;1
24;95;85;3
26;117;85;2
33;90;85;2
34;88;85;2
46;107;85;2
49;115;85;2
50;85;85;1
51;105;85;1
52;105;85;2
54;93;85;1
55;98;85;1
61;101;85;14
62;202;85;1
69;139;85;1
71;25;85;1
74;136;85;3
75;349;85;2
81;79;85;1
82;337;85;1
83;75;85;1
84;326;85;2
85;231;85;1
88;333;85;1
91;76;85;1
94;280;85;1
98;75;85;2
102;119;85;1
103;83;85;1
104;83;85;3
105;329;85;1
107;203;85;1
108;197;85;1
109;201;85;3
110;176;85;4
114;195;85;3
118;264;85;14
119;275;85;15
120;243;85;18
121;415;85;2
124;270;85;1
125;423;85;1
126;416;85;4
127;423;85;5
128;315;85;2
129;111;85;1
133;389;85;1
135;397;85;1
136;325;85;1
138;29;85;1
139;34;85;1
146;21;85;4
148;42;85;1
149;70;85;1
151;60;85;3
154;208;85;2
156;216;85;3
160;221;85;1
161;231;85;1
162;434;85;2
163;434;85;1
164;434;85;2
167;431;85;1
2;325;86;18
3;143;86;9
4;324;86;13
5;134;86;19
6;135;86;11
7;320;86;11
8;318;86;21
9;323;86;21
14;141;86;1
24;95;86;2
25;129;86;1
26;117;86;2
27;99;86;3
28;113;86;1
30;101;86;1
31;91;86;2
33;90;86;2
36;113;86;1
41;113;86;1
48;100;86;1
51;105;86;1
53;108;86;1
57;83;86;2
59;107;86;1
60;108;86;1
61;101;86;17
65;302;86;1
66;204;86;1
67;248;86;1
70;45;86;1
72;347;86;1
74;136;86;2
75;349;86;4
79;331;86;1
80;337;86;2
84;326;86;1
86;232;86;1
96;282;86;1
99;363;86;3
102;119;86;1
104;83;86;4
105;329;86;2
106;197;86;2
108;197;86;2
109;201;86;3
110;176;86;2
111;204;86;2
114;195;86;2
115;273;86;2
117;258;86;1
118;264;86;14
119;275;86;20
120;243;86;19
123;112;86;1
124;270;86;1
125;423;86;2
126;416;86;1
127;423;86;2
128;315;86;5
129;111;86;1
130;388;86;1
131;398;86;1
135;397;86;2
136;325;86;2
137;37;86;1
141;34;86;1
145;19;86;1
146;21;86;2
148;42;86;5
149;70;86;1
150;64;86;1
156;216;86;1
159;224;86;5
160;221;86;2
161;231;86;2
162;434;86;2
163;434;86;1
167;431;86;4
2;325;87;9
3;143;87;14
4;324;87;15
5;134;87;15
6;135;87;9
7;320;87;13
8;318;87;16
9;323;87;11
10;121;87;1
15;134;87;1
17;132;87;3
19;120;87;1
20;135;87;1
21;100;87;1
23;132;87;1
26;117;87;1
27;99;87;1
30;101;87;1
33;90;87;1
38;107;87;1
44;109;87;1
45;113;87;1
52;105;87;2
53;108;87;1
54;93;87;1
56;84;87;1
57;83;87;4
58;88;87;1
59;107;87;1
61;101;87;18
62;202;87;1
72;347;87;1
74;136;87;2
75;349;87;3
77;337;87;1
80;337;87;1
82;337;87;1
84;326;87;2
85;231;87;1
88;333;87;2
90;355;87;1
96;282;87;1
99;363;87;4
100;85;87;1
102;119;87;1
103;83;87;1
104;83;87;1
105;329;87;1
108;197;87;4
109;201;87;3
110;176;87;2
111;204;87;1
115;273;87;1
116;235;87;1
117;258;87;1
118;264;87;22
119;275;87;11
120;243;87;20
123;112;87;1
126;416;87;2
127;423;87;4
128;315;87;3
129;111;87;2
130;388;87;1
131;398;87;1
132;380;87;1
135;397;87;1
136;325;87;2
146;21;87;2
150;64;87;1
151;60;87;2
152;224;87;2
154;208;87;1
158;215;87;1
159;224;87;3
160;221;87;2
161;231;87;3
163;434;87;3
164;434;87;1
165;431;87;1
166;431;87;2
167;431;87;2
2;325;88;13
3;143;88;13
4;324;88;21
5;134;88;11
6;135;88;11
7;320;88;13
8;318;88;14
9;323;88;9
17;132;88;1
19;120;88;1
23;132;88;1
26;117;88;3
27;99;88;1
29;108;88;1
42;111;88;1
43;85;88;1
44;109;88;1
52;105;88;1
54;93;88;1
55;98;88;1
59;107;88;1
61;101;88;10
63;305;88;1
64;244;88;1
66;204;88;1
70;45;88;1
71;25;88;1
73;26;88;1
80;337;88;1
83;75;88;1
87;224;88;2
88;333;88;1
99;363;88;2
100;85;88;1
102;119;88;3
105;329;88;2
106;197;88;2
108;197;88;1
109;201;88;1
110;176;88;1
111;204;88;1
115;273;88;1
118;264;88;12
119;275;88;12
120;243;88;15
121;415;88;1
123;112;88;1
125;423;88;1
127;423;88;1
128;315;88;2
129;111;88;1
132;380;88;1
133;389;88;1
134;394;88;1
135;397;88;1
136;325;88;2
138;29;88;1
143;10;88;1
144;1;88;1
145;19;88;2
146;21;88;4
147;145;88;1
148;42;88;3
149;70;88;1
151;60;88;2
159;224;88;2
160;221;88;1
162;434;88;2
163;434;88;3
164;434;88;1
166;431;88;1
167;431;88;3
1;114;89;1
2;325;89;12
3;143;89;5
4;324;89;16
5;134;89;10
6;135;89;7
7;320;89;9
8;318;89;14
9;323;89;10
11;100;89;1
13;127;89;1
23;132;89;1
25;129;89;2
26;117;89;1
29;108;89;1
30;101;89;1
36;113;89;1
39;107;89;1
41;113;89;1
45;113;89;1
59;107;89;1
61;101;89;20
70;45;89;1
74;136;89;2
75;349;89;3
81;79;89;1
82;337;89;1
85;231;89;1
86;232;89;1
87;224;89;1
88;333;89;1
92;333;89;1
99;363;89;1
103;83;89;1
104;83;89;1
105;329;89;2
108;197;89;2
109;201;89;1
110;176;89;4
111;204;89;2
114;195;89;1
118;264;89;12
119;275;89;12
120;243;89;7
126;416;89;1
127;423;89;2
129;111;89;3
132;380;89;1
135;397;89;3
137;37;89;1
139;34;89;2
141;34;89;1
143;10;89;1
146;21;89;1
151;60;89;1
156;216;89;1
159;224;89;2
160;221;89;2
162;434;89;2
163;434;89;1
164;434;89;1
167;431;89;1
2;325;90;7
3;143;90;13
4;324;90;13
5;134;90;10
6;135;90;17
7;320;90;12
8;318;90;13
9;323;90;13
14;141;90;1
15;134;90;1
16;124;90;1
26;117;90;2
29;108;90;1
32;107;90;1
36;113;90;1
39;107;90;1
41;113;90;1
45;113;90;1
51;105;90;1
54;93;90;1
55;98;90;2
58;88;90;1
61;101;90;16
65;302;90;1
68;303;90;1
70;45;90;1
72;347;90;1
74;136;90;4
77;337;90;1
78;338;90;1
84;326;90;1
85;231;90;1
88;333;90;2
90;355;90;1
91;76;90;1
94;280;90;1
95;328;90;1
96;282;90;1
98;75;90;1
103;83;90;2
104;83;90;2
105;329;90;1
108;197;90;1
109;201;90;3
111;204;90;2
112;189;90;2
113;173;90;2
114;195;90;1
116;235;90;1
118;264;90;13
119;275;90;11
120;243;90;10
122;276;90;1
123;112;90;1
124;270;90;1
126;416;90;2
127;423;90;2
128;315;90;1
129;111;90;1
131;398;90;1
132;380;90;1
133;389;90;1
135;397;90;2
136;325;90;1
146;21;90;1
147;145;90;1
148;42;90;1
152;224;90;1
154;208;90;1
157;207;90;1
159;224;90;2
160;221;90;5
161;231;90;1
162;434;90;3
164;434;90;2
167;431;90;1
2;325;91;2
3;143;91;4
4;324;91;1
5;134;91;6
6;135;91;1
8;318;91;5
9;323;91;3
18;140;91;1
26;117;91;1
48;100;91;1
58;88;91;1
61;101;91;3
70;45;91;1
107;203;91;1
111;204;91;1
118;264;91;2
119;275;91;2
120;243;91;2
125;423;91;1
126;416;91;1
128;315;91;1
129;111;91;1
133;389;91;1
157;207;91;1
159;224;91;2
160;221;91;1
167;431;91;1
2;325;92;4
3;143;92;2
4;324;92;2
5;134;92;4
6;135;92;1
7;320;92;6
8;318;92;1
9;323;92;2
16;124;92;1
48;100;92;1
57;83;92;1
61;101;92;2
70;45;92;1
76;327;92;1
77;337;92;1
104;83;92;2
105;329;92;1
109;201;92;1
111;204;92;2
114;195;92;1
119;275;92;3
120;243;92;4
126;416;92;1
128;315;92;1
135;397;92;1
136;325;92;1
140;31;92;1
153;205;92;1
159;224;92;1
162;434;92;1
164;434;92;1
2;325;93;3
3;143;93;4
4;324;93;2
5;134;93;2
6;135;93;7
7;320;93;2
8;318;93;2
9;323;93;5
26;117;93;1
46;107;93;1
61;101;93;1
80;337;93;1
84;326;93;1
97;329;93;1
100;85;93;1
105;329;93;1
114;195;93;1
117;258;93;1
118;264;93;5
119;275;93;1
120;243;93;6
126;416;93;1
131;398;93;1
151;60;93;2
162;434;93;1
164;434;93;1
3;143;94;3
4;324;94;1
8;318;94;2
9;323;94;2
32;107;94;1
61;101;94;1
107;203;94;1
125;423;94;1
2;325;95;1
6;135;95;3
7;320;95;2
9;323;95;2
120;243;95;1
2;325;96;1
3;143;96;1
6;135;96;1
8;318;96;1
33;90;96;1
45;113;96;1
87;224;96;1
98;75;96;1
118;264;96;1
119;275;96;1
120;243;96;1
3;143;97;2
4;324;97;1
61;101;97;1
111;204;97;1
114;195;97;1
161;231;97;1
2;325;98;2
29;108;98;1
61;101;98;1
93;223;98;1
119;275;98;1
2;325;99;1
3;143;99;1
6;135;99;1
8;318;99;1
34;88;99;1
56;84;99;1
99;363;99;1
104;83;99;1
118;264;99;1
119;275;99;1
135;397;99;1
161;231;99;1
2;325;100;1
3;143;100;4
8;318;100;1
71;25;100;1
108;197;100;1
119;275;100;1
146;21;100;1
1;114;101;1
2;325;101;7
3;143;101;4
4;324;101;4
5;134;101;8
6;135;101;6
7;320;101;7
8;318;101;7
9;323;101;7
11;100;101;1
14;141;101;1
16;124;101;1
22;128;101;1
30;101;101;1
36;113;101;2
40;104;101;1
42;111;101;1
44;109;101;1
47;109;101;1
53;108;101;1
54;93;101;1
59;107;101;1
61;101;101;3
65;302;101;1
74;136;101;1
77;337;101;1
87;224;101;1
100;85;101;1
102;119;101;1
103;83;101;1
105;329;101;1
108;197;101;2
109;201;101;1
110;176;101;1
111;204;101;2
118;264;101;9
119;275;101;8
120;243;101;6
126;416;101;2
127;423;101;1
128;315;101;1
135;397;101;1
136;325;101;3
140;31;101;1
141;34;101;1
146;21;101;1
148;42;101;1
152;224;101;1
160;221;101;2
161;231;101;1
162;434;101;1
164;434;101;2
2;325;102;9
3;143;102;10
4;324;102;8
5;134;102;9
6;135;102;11
7;320;102;10
8;318;102;8
9;323;102;5
10;121;102;1
12;117;102;1
17;132;102;1
18;140;102;1
26;117;102;2
27;99;102;1
35;83;102;1
39;107;102;1
42;111;102;1
50;85;102;1
51;105;102;2
52;105;102;3
60;108;102;1
61;101;102;7
68;303;102;1
72;347;102;1
75;349;102;4
78;338;102;1
79;331;102;1
81;79;102;1
85;231;102;1
86;232;102;1
91;76;102;2
97;329;102;1
105;329;102;2
109;201;102;1
110;176;102;2
113;173;102;1
114;195;102;2
118;264;102;6
119;275;102;8
120;243;102;7
123;112;102;1
125;423;102;3
126;416;102;1
128;315;102;2
129;111;102;1
134;394;102;1
135;397;102;1
141;34;102;1
146;21;102;2
148;42;102;1
151;60;102;1
155;219;102;1
159;224;102;1
161;231;102;1
162;434;102;4
164;434;102;1
1;114;103;1
2;325;103;7
3;143;103;8
4;324;103;5
5;134;103;6
6;135;103;13
7;320;103;3
8;318;103;8
9;323;103;10
11;100;103;2
12;117;103;1
16;124;103;1
18;140;103;1
21;100;103;1
22;128;103;2
23;132;103;1
31;91;103;1
35;83;103;1
38;107;103;1
40;104;103;1
43;85;103;1
54;93;103;1
55;98;103;1
59;107;103;1
61;101;103;7
66;204;103;1
68;303;103;1
74;136;103;1
75;349;103;1
81;79;103;1
87;224;103;1
88;333;103;1
98;75;103;1
99;363;103;1
104;83;103;2
105;329;103;1
108;197;103;1
109;201;103;1
114;195;103;1
117;258;103;1
118;264;103;10
119;275;103;5
120;243;103;7
121;415;103;1
127;423;103;1
129;111;103;2
133;389;103;1
136;325;103;1
138;29;103;1
140;31;103;1
143;10;103;1
145;19;103;1
149;70;103;1
150;64;103;1
151;60;103;1
159;224;103;4
161;231;103;1
162;434;103;2
164;434;103;1
2;325;104;15
3;143;104;14
4;324;104;16
5;134;104;17
6;135;104;15
7;320;104;13
8;318;104;10
9;323;104;15
13;127;104;1
18;140;104;1
22;128;104;1
26;117;104;2
33;90;104;1
34;88;104;1
35;83;104;2
37;93;104;1
42;111;104;2
50;85;104;1
52;105;104;1
53;108;104;1
56;84;104;1
58;88;104;1
61;101;104;17
63;305;104;1
67;248;104;2
74;136;104;4
75;349;104;1
78;338;104;1
82;337;104;1
87;224;104;3
88;333;104;1
89;75;104;2
90;355;104;1
91;76;104;1
96;282;104;2
98;75;104;1
99;363;104;4
104;83;104;2
105;329;104;2
108;197;104;4
109;201;104;4
110;176;104;3
111;204;104;3
112;189;104;1
114;195;104;2
115;273;104;1
117;258;104;1
118;264;104;19
119;275;104;12
120;243;104;17
121;415;104;1
122;276;104;1
123;112;104;1
124;270;104;1
125;423;104;1
126;416;104;4
127;423;104;4
128;315;104;3
129;111;104;1
134;394;104;1
135;397;104;3
136;325;104;1
138;29;104;1
139;34;104;1
142;32;104;1
145;19;104;1
146;21;104;1
147;145;104;1
148;42;104;2
149;70;104;1
151;60;104;1
155;219;104;1
159;224;104;4
160;221;104;2
161;231;104;1
164;434;104;2
167;431;104;3
1;114;105;1
2;325;105;13
3;143;105;20
4;324;105;21
5;134;105;21
6;135;105;21
7;320;105;19
8;318;105;8
9;323;105;21
11;100;105;2
13;127;105;1
15;134;105;2
16;124;105;1
19;120;105;1
22;128;105;1
26;117;105;4
29;108;105;1
30;101;105;1
35;83;105;1
37;93;105;1
38;107;105;1
39;107;105;2
40;104;105;1
41;113;105;1
42;111;105;2
43;85;105;1
46;107;105;2
47;109;105;1
49;115;105;1
55;98;105;1
57;83;105;1
61;101;105;13
62;202;105;2
63;305;105;1
64;244;105;1
65;302;105;1
74;136;105;4
75;349;105;1
77;337;105;1
78;338;105;1
79;331;105;1
81;79;105;1
82;337;105;1
83;75;105;2
85;231;105;1
88;333;105;1
96;282;105;1
99;363;105;3
104;83;105;2
105;329;105;1
108;197;105;4
109;201;105;1
110;176;105;2
111;204;105;1
113;173;105;1
117;258;105;1
118;264;105;15
119;275;105;10
120;243;105;11
123;112;105;2
124;270;105;1
125;423;105;2
126;416;105;5
127;423;105;3
128;315;105;1
129;111;105;2
131;398;105;1
132;380;105;1
135;397;105;4
136;325;105;2
146;21;105;3
148;42;105;2
152;224;105;1
157;207;105;2
159;224;105;1
160;221;105;2
161;231;105;1
162;434;105;1
163;434;105;3
164;434;105;1
166;431;105;1
167;431;105;3
1;114;106;2
2;325;106;15
3;143;106;14
4;324;106;19
5;134;106;22
6;135;106;19
7;320;106;28
8;318;106;19
9;323;106;26
11;100;106;2
13;127;106;1
15;134;106;2
16;124;106;1
17;132;106;1
20;135;106;1
21;100;106;1
22;128;106;2
24;95;106;2
26;117;106;2
28;113;106;1
31;91;106;1
33;90;106;1
38;107;106;1
42;111;106;1
43;85;106;1
44;109;106;2
45;113;106;1
46;107;106;1
51;105;106;1
53;108;106;1
56;84;106;2
57;83;106;2
58;88;106;1
59;107;106;1
60;108;106;2
61;101;106;21
62;202;106;1
69;139;106;1
70;45;106;1
74;136;106;4
75;349;106;3
78;338;106;1
79;331;106;1
80;337;106;2
89;75;106;1
92;333;106;1
95;328;106;1
99;363;106;1
100;85;106;1
103;83;106;1
104;83;106;4
105;329;106;3
106;197;106;1
107;203;106;1
108;197;106;1
109;201;106;4
111;204;106;1
115;273;106;1
118;264;106;15
119;275;106;17
120;243;106;12
121;415;106;1
122;276;106;1
125;423;106;2
126;416;106;2
128;315;106;4
129;111;106;1
130;388;106;1
131;398;106;1
132;380;106;1
134;394;106;2
135;397;106;2
136;325;106;1
138;29;106;1
141;34;106;2
144;1;106;1
145;19;106;1
146;21;106;2
147;145;106;1
148;42;106;3
151;60;106;2
153;205;106;1
155;219;106;1
159;224;106;1
160;221;106;4
161;231;106;4
162;434;106;5
163;434;106;3
167;431;106;4
2;325;107;10
3;143;107;17
4;324;107;20
5;134;107;17
6;135;107;15
7;320;107;14
8;318;107;19
9;323;107;17
12;117;107;1
14;141;107;1
16;124;107;2
18;140;107;2
19;120;107;1
23;132;107;1
26;117;107;2
27;99;107;2
31;91;107;1
33;90;107;2
36;113;107;1
37;93;107;1
41;113;107;1
43;85;107;1
49;115;107;1
50;85;107;1
60;108;107;1
61;101;107;16
63;305;107;3
67;248;107;1
68;303;107;2
69;139;107;2
73;26;107;1
74;136;107;3
75;349;107;4
76;327;107;1
77;337;107;1
79;331;107;1
80;337;107;1
81;79;107;1
83;75;107;1
86;232;107;1
87;224;107;1
90;355;107;1
91;76;107;2
92;333;107;1
97;329;107;1
98;75;107;1
99;363;107;2
104;83;107;2
105;329;107;3
106;197;107;1
108;197;107;1
109;201;107;2
113;173;107;1
114;195;107;3
116;235;107;1
118;264;107;12
119;275;107;23
120;243;107;24
122;276;107;2
125;423;107;1
126;416;107;3
127;423;107;3
128;315;107;2
129;111;107;2
133;389;107;1
136;325;107;1
139;34;107;1
140;31;107;2
141;34;107;1
142;32;107;1
143;10;107;2
148;42;107;4
149;70;107;1
151;60;107;1
152;224;107;1
155;219;107;1
160;221;107;5
161;231;107;1
162;434;107;2
163;434;107;3
164;434;107;1
167;431;107;2
2;325;108;20
3;143;108;17
4;324;108;9
5;134;108;20
6;135;108;17
7;320;108;16
8;318;108;18
9;323;108;13
13;127;108;1
15;134;108;1
18;140;108;2
19;120;108;1
26;117;108;3
29;108;108;1
32;107;108;2
34;88;108;2
35;83;108;1
38;107;108;1
45;113;108;1
49;115;108;1
51;105;108;1
55;98;108;1
57;83;108;1
61;101;108;15
65;302;108;1
68;303;108;1
71;25;108;1
73;26;108;1
74;136;108;1
75;349;108;2
80;337;108;1
83;75;108;1
84;326;108;1
94;280;108;1
98;75;108;1
99;363;108;3
102;119;108;1
103;83;108;1
104;83;108;4
105;329;108;1
107;203;108;1
108;197;108;1
109;201;108;3
110;176;108;3
111;204;108;1
112;189;108;1
113;173;108;1
114;195;108;1
118;264;108;19
119;275;108;10
120;243;108;21
125;423;108;1
126;416;108;2
127;423;108;2
128;315;108;1
129;111;108;5
130;388;108;1
131;398;108;1
133;389;108;2
135;397;108;3
138;29;108;2
139;34;108;1
142;32;108;2
143;10;108;2
146;21;108;3
147;145;108;1
148;42;108;2
149;70;108;1
154;208;108;1
159;224;108;1
160;221;108;1
161;231;108;2
162;434;108;2
163;434;108;1
164;434;108;4
165;431;108;1
167;431;108;3
2;325;109;12
3;143;109;17
4;324;109;14
5;134;109;11
6;135;109;15
7;320;109;18
8;318;109;12
9;323;109;9
13;127;109;1
14;141;109;1
16;124;109;2
21;100;109;1
24;95;109;1
27;99;109;1
28;113;109;1
30;101;109;1
32;107;109;1
42;111;109;1
45;113;109;1
46;107;109;2
49;115;109;1
50;85;109;1
56;84;109;3
57;83;109;1
60;108;109;1
61;101;109;13
64;244;109;2
71;25;109;1
72;347;109;1
74;136;109;1
75;349;109;2
78;338;109;1
80;337;109;1
81;79;109;1
83;75;109;2
87;224;109;1
88;333;109;1
95;328;109;1
99;363;109;3
100;85;109;1
101;119;109;2
102;119;109;1
104;83;109;2
105;329;109;2
108;197;109;1
109;201;109;3
110;176;109;1
112;189;109;1
114;195;109;3
118;264;109;11
119;275;109;11
120;243;109;12
121;415;109;1
123;112;109;1
124;270;109;1
125;423;109;5
126;416;109;3
128;315;109;1
129;111;109;5
133;389;109;1
135;397;109;3
136;325;109;3
137;37;109;2
142;32;109;1
144;1;109;1
146;21;109;3
148;42;109;4
151;60;109;2
152;224;109;1
157;207;109;1
158;215;109;1
159;224;109;1
160;221;109;2
161;231;109;3
162;434;109;1
163;434;109;1
164;434;109;1
165;431;109;1
166;431;109;1
167;431;109;1
2;325;110;9
3;143;110;7
4;324;110;11
5;134;110;8
6;135;110;9
7;320;110;9
8;318;110;21
9;323;110;12
12;117;110;1
21;100;110;1
23;132;110;1
24;95;110;1
26;117;110;1
31;91;110;1
