i;j;t;demand
124;160;107;1
361;12;141;1
408;247;117;1
405;133;73;1
93;184;161;1
72;331;48;1
365;233;87;1
198;431;137;1
139;111;165;1
108;321;143;1
86;85;40;1
299;328;19;1
310;94;79;1
109;392;64;1
43;48;2;1
121;309;18;1
425;431;105;1
152;338;33;1
326;177;134;1
424;373;157;1
322;431;66;1
110;123;17;1
149;333;68;1
401;87;128;1
302;96;104;1
59;431;87;1
377;353;65;1
53;172;150;1
316;163;143;1
431;421;139;1
70;50;80;1
308;335;90;1
112;251;147;1
100;106;134;1
82;304;112;1
401;27;157;1
131;12;18;1
107;132;34;1
409;45;66;1
166;170;150;1
135;431;65;1
117;203;143;1
168;431;104;1
106;342;33;1
323;343;87;1
404;176;81;1
46;260;147;1
316;316;20;1
143;25;159;1
124;161;62;1
218;326;48;1
136;102;122;1
186;253;85;1
93;264;42;1
89;273;23;1
88;261;93;1
263;276;104;1
243;388;149;1
42;67;139;1
415;258;45;1
308;349;142;1
93;427;135;1
99;360;137;1
141;357;80;1
309;309;94;1
424;99;137;1
305;305;82;1
92;400;160;1
295;319;46;1
57;74;2;1
124;137;160;1
365;85;105;1
307;98;143;1
431;274;44;1
246;152;78;1
89;235;89;1
346;16;17;1
406;106;137;1
67;100;105;1
9;56;42;1
103;353;142;1
107;354;41;1
265;264;64;1
195;311;18;1
139;126;66;1
103;135;66;1
347;122;112;1
378;124;80;1
95;93;94;1
263;416;102;1
189;84;76;1
121;60;19;1
113;321;166;1
117;337;146;1
93;204;116;1
16;153;37;1
105;431;8;1
133;27;72;1
335;255;90;1
106;172;43;1
127;114;143;1
393;390;113;1
334;382;17;1
402;244;82;1
124;142;44;1
271;406;36;1
112;325;142;1
264;245;40;1
110;236;90;1
128;96;110;1
117;397;118;1
384;96;9;1
350;203;39;1
387;431;80;1
153;107;81;1
338;386;28;1
92;270;37;1
239;422;134;1
73;359;90;1
103;98;10;1
17;165;41;1
203;237;43;1
253;300;66;1
174;389;65;1
300;237;135;1
21;86;155;1
209;103;155;1
114;337;80;1
307;39;41;1
241;145;139;1
271;431;20;1
233;416;57;1
117;347;21;1
310;195;19;1
119;131;106;1
51;350;110;1
390;156;1;1
115;413;22;1
93;182;22;1
169;198;8;1
325;108;106;1
212;117;44;1
330;78;80;1
346;317;8;1
20;72;138;1
192;45;95;1
305;373;16;1
164;230;160;1
163;152;131;1
343;278;15;1
365;57;90;1
348;113;96;1
347;353;133;1
167;62;23;1
372;355;141;1
110;312;109;1
50;33;116;1
102;92;133;1
117;182;68;1
303;175;68;1
138;72;106;1
67;318;108;1
31;431;11;1
189;24;35;1
308;431;86;1
184;92;147;1
82;64;39;1
299;203;144;1
102;175;35;1
204;237;55;1
122;189;78;1
315;277;162;1
94;120;143;1
61;121;44;1
376;350;113;1
125;390;166;1
94;197;123;1
14;105;119;1
157;113;81;1
304;139;128;1
204;426;117;1
310;424;62;1
260;431;110;1
341;191;111;1
27;324;136;1
143;359;163;1
340;110;5;1
192;116;43;1
110;417;43;1
236;409;10;1
431;313;81;1
316;96;95;1
306;354;22;1
148;308;19;1
128;11;56;1
312;107;160;1
351;392;89;1
71;102;146;1
126;319;156;1
355;212;138;1
396;47;142;1
57;128;55;1
330;138;79;1
321;53;14;1
325;108;44;1
271;183;132;1
353;83;76;1
142;47;69;1
274;298;129;1
352;348;140;1
106;302;90;1
101;332;32;1
389;324;78;1
210;98;139;1
138;199;21;1
156;176;70;1
130;71;135;1
210;130;164;1
31;203;156;1
96;205;68;1
143;67;138;1
210;332;66;1
271;251;161;1
317;394;73;1
317;431;56;1
431;311;19;1
238;429;115;1
304;68;143;1
332;114;60;1
431;260;116;1
171;101;111;1
424;197;44;1
330;118;0;1
354;247;92;1
98;345;92;1
347;376;49;1
252;401;44;1
263;233;137;1
230;264;67;1
104;131;126;1
115;100;162;1
108;79;107;1
87;338;110;1
187;310;161;1
125;43;158;1
212;26;65;1
251;431;3;1
334;120;80;1
307;304;47;1
339;50;139;1
372;21;145;1
129;230;141;1
276;434;87;1
414;186;71;1
52;414;148;1
65;116;132;1
355;419;70;1
234;110;71;1
334;77;16;1
243;347;16;1
131;348;46;1
123;139;20;1
131;44;109;1
180;49;39;1
245;228;117;1
374;136;62;1
67;90;139;1
342;96;152;1
195;335;10;1
107;314;17;1
104;96;58;1
426;309;146;1
362;98;68;1
10;407;159;1
89;240;43;1
16;118;134;1
108;383;44;1
299;160;53;1
121;192;119;1
92;204;11;1
345;87;140;1
336;333;113;1
21;98;85;1
406;185;55;1
103;187;68;1
315;257;108;1
100;263;90;1
310;311;159;1
299;187;93;1
96;431;137;1
118;48;140;1
375;431;102;1
381;396;158;1
103;190;105;1
187;100;9;1
131;334;15;1
60;135;158;1
92;184;142;1
390;311;43;1
319;34;90;1
229;309;17;1
311;91;82;1
88;54;91;1
411;431;132;1
2;321;32;1
350;275;131;1
125;203;49;1
86;431;149;1
102;97;57;1
125;305;157;1
131;169;119;1
253;188;17;1
386;219;45;1
353;411;88;1
315;388;8;1
377;116;138;1
128;9;136;1
190;200;157;1
416;275;116;1
424;374;149;1
130;90;162;1
39;157;67;1
383;9;70;1
91;321;69;1
39;134;140;1
431;92;82;1
308;431;153;1
242;304;114;1
205;114;137;1
97;413;88;1
107;83;5;1
178;167;91;1
98;187;76;1
319;380;68;1
351;89;106;1
352;98;18;1
66;419;128;1
111;318;14;1
301;186;18;1
324;377;143;1
201;189;43;1
305;247;41;1
115;113;71;1
169;33;162;1
357;134;66;1
258;28;69;1
418;200;107;1
355;309;24;1
142;136;64;1
374;317;31;1
316;332;31;1
334;227;162;1
270;135;23;1
177;114;36;2
409;382;161;1
188;264;22;1
29;272;70;1
387;402;5;1
261;106;56;1
317;302;144;1
323;110;114;1
169;117;25;1
398;76;146;1
116;150;138;1
126;431;130;1
150;373;105;1
176;102;64;1
95;431;67;1
1;401;127;1
28;113;164;1
244;315;33;1
229;108;91;1
91;320;92;1
3;114;82;1
183;247;159;1
403;376;120;1
140;298;141;1
176;282;165;1
218;310;117;1
349;393;23;1
134;261;68;1
312;348;66;1
299;342;24;1
124;187;44;1
180;178;15;1
210;224;84;1
102;256;57;1
67;107;68;1
99;140;110;1
94;127;142;1
203;357;7;1
13;420;140;1
87;380;40;1
276;132;39;1
387;351;78;1
144;401;164;1
106;58;109;1
99;107;160;1
358;108;70;1
133;222;121;1
93;434;162;1
77;155;19;1
295;275;62;1
26;167;134;1
275;301;55;1
345;87;47;1
255;161;118;1
75;57;166;1
167;277;57;1
334;305;20;1
356;81;140;1
407;271;10;1
125;195;129;1
201;182;106;1
95;101;91;1
116;413;91;1
337;93;55;1
310;123;164;1
102;102;86;1
388;90;15;1
143;341;166;1
87;264;54;1
421;431;106;1
127;431;57;1
329;192;161;1
105;122;19;1
306;395;41;1
377;247;137;1
421;237;150;1
19;7;88;1
88;414;136;1
38;108;133;1
29;418;110;1
339;240;59;1
86;380;92;1
260;315;44;1
400;270;131;1
129;425;137;1
423;120;144;1
419;114;140;1
348;71;45;1
151;388;57;1
101;415;165;1
361;165;12;1
62;4;162;1
113;95;121;1
363;280;148;1
86;394;121;1
259;380;67;1
331;384;107;1
49;349;59;1
422;431;58;1
112;143;106;1
147;319;19;1
61;153;117;1
355;29;45;1
127;75;84;1
85;320;17;1
272;380;91;1
384;100;97;1
139;38;138;1
84;39;68;1
323;434;8;1
194;219;160;1
195;407;45;1
182;188;20;1
108;376;143;1
150;351;16;1
323;149;89;1
188;9;143;1
375;134;95;1
385;431;108;1
426;99;111;1
386;185;68;1
301;26;86;1
364;231;141;1
95;303;93;1
431;175;90;1
101;230;65;1
243;73;166;1
71;67;36;1
319;5;70;1
118;124;9;1
363;80;46;1
406;190;80;1
184;365;130;1
96;92;91;1
120;431;154;1
127;366;89;1
410;105;103;1
21;141;96;1
258;99;71;1
107;414;40;1
55;206;0;1
414;375;8;1
28;404;109;1
97;277;39;1
140;123;89;1
176;423;109;1
120;90;139;1
377;316;19;1
106;384;47;1
129;130;102;1
135;248;87;1
170;218;141;1
100;9;105;1
408;345;19;1
91;7;24;1
224;331;31;1
110;102;142;1
348;152;88;1
191;304;103;1
275;244;133;1
135;346;43;1
27;387;110;1
129;68;42;1
150;60;13;1
110;138;49;1
92;141;86;1
212;221;84;1
118;198;46;1
111;375;119;1
402;265;166;1
93;122;66;1
431;374;43;1
119;125;138;1
299;300;7;1
138;131;67;1
306;74;95;1
380;34;43;1
356;140;11;1
395;56;163;1
179;260;161;1
169;156;85;1
124;146;119;1
114;101;33;1
112;255;98;1
357;69;129;1
276;127;90;1
137;11;155;1
134;164;161;1
94;233;159;1
158;105;18;1
153;206;142;1
244;431;66;1
79;83;162;1
204;197;48;1
30;26;70;1
161;335;154;1
144;9;139;1
83;92;40;1
302;255;45;1
431;14;112;1
54;191;104;1
431;402;69;1
426;351;69;1
224;242;43;1
7;196;104;1
335;254;131;1
114;52;41;1
113;32;141;1
138;431;60;1
10;338;81;1
169;390;20;1
228;333;119;1
178;91;84;1
253;314;103;1
237;168;66;1
183;378;139;1
165;196;46;1
239;10;111;1
203;184;69;1
110;274;67;1
336;431;79;1
88;310;17;1
239;95;130;1
261;235;160;1
411;250;67;1
259;255;106;1
270;92;120;1
115;202;114;1
418;111;21;1
68;128;161;1
116;312;62;1
29;419;137;1
186;79;88;1
87;417;73;1
413;26;56;1
214;198;39;1
53;26;20;1
126;123;47;1
139;263;41;1
102;384;90;1
169;431;63;1
118;337;116;1
132;85;45;1
71;237;112;1
185;149;117;1
204;61;141;1
395;96;166;1
108;306;73;1
142;107;59;1
112;135;68;1
121;177;67;1
426;383;57;1
237;249;156;1
243;424;96;1
134;382;70;1
143;120;94;1
412;356;152;1
199;355;40;1
81;318;45;1
125;93;80;1
431;236;11;1
317;41;94;1
9;166;95;1
399;373;69;1
31;318;140;1
91;230;37;1
93;207;118;1
324;434;62;1
241;303;58;1
229;125;96;1
345;349;80;1
9;16;77;1
247;108;105;1
310;351;84;1
86;315;69;1
341;203;12;1
318;431;42;1
302;141;106;1
119;313;116;1
172;219;129;1
408;266;93;1
327;253;145;1
204;315;144;1
345;95;159;1
117;299;166;1
251;433;36;1
348;349;91;1
103;124;45;1
92;304;86;1
180;260;144;1
102;203;40;1
247;342;114;1
402;73;117;1
388;123;95;1
107;406;66;1
393;175;161;1
63;97;55;1
310;434;44;1
158;6;140;1
83;111;39;1
251;204;9;1
344;124;167;1
298;264;84;1
251;234;83;1
420;230;121;1
388;243;37;1
273;178;112;1
85;97;158;1
95;203;64;1
355;257;80;1
137;92;118;1
297;257;106;1
324;318;47;1
302;85;96;1
167;312;159;1
415;200;157;1
259;416;107;1
93;131;109;1
357;388;75;1
228;300;94;1
183;299;45;1
41;431;148;1
350;431;154;1
51;299;19;1
60;65;109;1
317;180;12;1
372;22;21;1
165;54;136;1
55;88;163;1
103;96;133;1
274;388;105;1
265;249;58;1
263;431;69;1
321;348;139;1
165;275;70;1
405;431;110;1
332;124;106;1
346;373;160;1
350;134;56;1
103;257;80;1
414;311;138;1
344;219;123;1
345;40;67;1
298;115;134;1
198;64;162;1
394;314;104;1
308;133;0;1
305;314;8;1
393;315;83;1
97;324;133;1
73;31;21;1
111;189;155;1
155;311;96;1
96;345;17;1
130;431;154;1
85;223;108;1
345;305;143;1
143;336;19;1
92;317;58;1
257;270;18;1
110;218;127;1
309;320;92;1
111;137;158;1
55;148;163;1
81;350;166;1
82;111;132;1
179;73;154;1
49;155;110;1
114;306;163;1
423;198;11;1
146;118;45;1
8;4;44;1
348;335;158;1
261;124;115;1
229;10;33;1
304;86;70;1
317;401;91;1
391;349;66;1
187;83;56;1
365;317;118;1
167;227;141;1
128;321;131;1
201;431;128;1
7;39;166;1
95;323;70;1
390;393;66;1
268;89;35;1
94;113;31;1
88;47;156;1
297;301;39;1
338;69;119;1
129;114;92;1
337;97;154;1
42;301;1;1
258;232;100;1
104;195;117;1
47;143;61;1
318;29;146;1
128;426;138;1
109;64;139;1
1;239;113;1
282;114;138;1
415;433;159;1
265;297;8;1
163;160;159;1
169;218;98;1
276;429;48;1
252;183;41;1
193;21;72;1
152;348;103;1
313;136;155;1
196;351;56;1
88;128;46;1
118;2;85;1
25;140;95;1
29;316;23;1
297;119;81;1
102;129;165;1
306;242;59;1
136;101;107;1
65;370;57;1
188;258;91;1
306;431;68;1
111;269;102;1
396;171;18;1
300;138;96;1
130;92;108;1
418;266;12;1
397;374;137;1
1;63;103;1
104;272;143;1
321;32;145;1
113;168;43;1
312;431;105;1
87;322;33;1
101;77;163;1
357;128;107;1
314;297;127;1
93;242;66;1
155;7;95;1
336;180;43;1
39;40;150;1
431;308;116;1
344;1;142;1
108;390;133;1
308;91;133;1
97;96;166;1
64;133;42;1
315;406;116;1
268;91;158;1
419;84;92;1
188;204;141;1
179;396;39;1
313;409;141;1
247;135;92;1
35;307;71;1
311;174;120;1
51;45;36;1
85;93;87;1
180;141;113;1
344;142;41;1
429;355;140;1
424;298;107;1
351;10;139;1
104;115;156;1
37;402;111;1
278;259;68;1
304;271;116;1
244;169;65;1
163;203;138;1
199;66;141;1
297;85;87;1
343;338;143;1
195;107;104;1
224;90;41;1
101;198;112;1
21;431;78;1
85;181;17;1
278;255;32;1
191;183;20;1
183;356;103;1
142;120;140;1
147;38;106;1
332;175;142;1
4;76;113;1
262;67;155;1
111;119;98;1
103;319;42;1
375;416;140;1
59;336;88;1
13;91;31;1
394;324;114;1
258;318;77;1
422;184;155;1
182;309;63;1
142;350;91;1
305;353;152;1
102;426;98;1
389;389;117;1
190;93;105;1
248;8;116;1
172;234;9;1
344;381;141;1
198;9;68;1
14;110;142;1
16;232;135;1
417;96;104;1
335;98;29;1
404;400;85;1
261;280;96;1
331;217;115;1
274;268;160;1
64;98;105;1
308;178;22;1
327;434;11;1
170;356;71;1
393;88;42;1
119;255;46;1
121;144;21;1
56;110;56;1
48;416;129;1
348;360;89;1
126;304;145;1
387;117;138;1
303;124;20;1
431;103;89;1
267;423;135;1
255;131;158;1
357;84;158;1
373;319;136;1
160;300;157;1
306;96;5;1
184;431;83;1
302;396;18;1
348;7;37;1
188;247;142;1
103;304;118;1
331;273;57;1
316;204;21;1
196;297;102;1
311;188;118;1
419;4;116;1
306;413;9;1
95;100;13;1
11;69;104;1
256;93;37;1
96;111;33;1
151;6;125;1
16;46;151;1
242;102;72;1
206;388;154;1
221;324;161;1
373;135;93;1
420;322;65;1
300;102;133;1
320;345;116;1
255;237;13;1
308;382;164;1
39;88;161;1
55;267;122;1
103;122;159;1
253;266;149;1
178;40;94;1
175;228;33;1
154;60;103;1
307;323;119;1
180;335;88;1
220;122;120;1
68;255;139;1
127;117;65;1
153;141;61;1
116;111;33;1
6;8;89;1
273;312;137;1
118;135;155;1
164;68;71;1
305;91;160;1
176;203;118;1
372;177;39;1
357;96;142;1
428;193;141;1
135;276;118;1
243;98;86;1
313;141;55;1
93;89;157;1
323;2;53;1
136;399;71;1
245;103;150;1
264;432;108;1
315;303;125;1
53;76;81;1
351;125;88;1
95;431;164;1
26;57;23;1
298;91;136;1
212;131;16;1
242;345;166;1
316;322;93;1
263;426;59;1
166;122;7;1
244;416;58;1
28;79;77;1
33;431;67;1
370;72;128;1
248;101;134;1
320;380;33;1
150;89;119;1
184;85;62;1
113;423;143;1
244;409;75;1
177;407;144;1
259;431;103;1
409;303;63;1
88;91;167;1
29;107;21;1
305;318;18;1
184;193;114;1
324;258;93;1
148;142;67;1
180;327;36;1
133;12;42;1
139;150;44;1
276;114;17;1
226;355;55;1
176;404;24;1
43;120;108;1
102;431;90;1
318;421;22;1
356;128;25;1
121;64;32;1
99;92;138;1
348;146;162;1
97;351;43;1
431;409;19;1
108;410;17;1
390;314;35;1
332;128;44;1
68;360;78;1
138;387;36;1
161;342;112;1
375;350;82;1
268;431;66;1
302;131;79;1
33;135;42;1
93;226;19;1
247;178;117;1
88;263;163;1
140;377;4;1
134;368;67;1
317;246;44;1
159;403;88;1
358;366;90;1
342;431;79;1
131;313;123;1
413;325;61;1
45;431;35;1
421;76;65;1
85;376;120;1
137;68;67;1
377;32;141;1
114;98;10;1
133;268;59;1
249;190;2;1
359;340;98;1
374;34;37;1
105;431;154;1
51;41;95;1
424;141;118;1
340;341;51;1
91;44;159;1
316;245;89;1
50;47;143;1
106;141;116;1
15;13;38;1
101;91;82;1
90;387;14;1
98;428;118;1
255;353;110;1
141;318;61;1
306;180;65;1
219;116;140;1
242;102;15;1
117;226;18;1
206;254;81;1
343;6;153;1
202;56;116;1
387;203;45;1
431;114;156;1
303;274;72;1
83;9;81;1
97;331;91;1
141;3;81;1
281;3;61;1
250;431;68;1
422;113;158;1
247;356;6;1
110;310;40;1
334;326;73;1
247;431;90;1
303;414;66;1
403;217;95;1
128;314;146;1
297;167;60;1
320;344;94;1
88;433;37;1
157;212;167;1
125;325;97;1
66;64;59;1
403;320;138;1
107;99;115;1
309;17;140;1
94;226;105;1
277;221;140;1
263;260;61;1
93;347;22;1
401;247;31;1
137;111;68;1
130;33;20;1
3;229;107;1
52;10;106;1
54;344;109;1
143;78;166;1
219;70;113;1
406;254;152;1
68;161;141;1
273;101;31;1
329;169;37;1
113;353;123;1
143;25;16;1
312;5;68;1
204;178;23;1
416;203;47;1
26;106;83;1
235;403;63;1
354;132;160;1
399;191;69;1
419;347;42;1
306;97;10;1
237;316;70;1
74;170;92;1
344;109;130;1
166;83;72;1
192;127;128;1
91;106;137;1
121;227;144;1
21;51;116;1
221;378;17;1
339;137;162;1
343;89;88;1
171;29;30;1
237;104;89;1
239;312;158;1
313;73;139;1
123;398;118;1
98;341;1;1
335;404;43;1
105;184;70;1
133;325;43;1
160;432;127;1
420;83;69;1
114;91;19;1
25;321;139;1
106;323;42;1
428;148;47;1
422;135;121;1
303;401;88;1
85;41;115;1
361;406;114;1
16;30;55;1
387;96;140;1
45;116;139;1
372;264;121;1
425;411;0;1
126;18;57;1
203;118;104;1
314;37;20;1
105;431;161;1
90;313;160;1
242;167;118;1
234;10;41;1
308;412;164;1
107;95;61;1
141;181;44;1
239;232;136;1
85;408;108;1
431;90;109;1
27;34;109;1
78;282;44;1
319;312;117;1
305;270;144;1
405;393;16;1
125;28;73;1
184;156;146;1
135;118;38;1
72;21;45;1
225;233;57;1
299;310;86;1
89;85;137;1
187;403;92;1
66;335;138;1
129;399;146;1
384;383;135;1
301;260;104;1
382;109;8;1
317;345;143;1
15;93;139;1
84;309;135;1
126;114;70;1
381;309;113;1
36;137;94;1
16;350;157;1
134;55;95;1
104;225;14;1
241;262;41;1
217;136;139;1
182;179;159;1
248;314;114;1
300;94;156;1
310;431;57;1
219;243;122;1
67;126;56;1
192;264;69;1
244;408;17;1
22;102;157;1
230;171;96;1
123;351;19;1
1;100;96;1
110;320;138;1
313;140;69;2
327;309;137;1
82;336;163;1
306;331;139;1
135;255;83;1
378;431;19;1
426;300;22;1
415;213;25;1
269;136;57;1
302;126;44;1
120;17;79;1
124;334;42;1
384;114;21;1
104;139;86;1
405;305;98;1
423;407;66;1
55;135;9;1
423;402;162;1
425;31;40;1
122;431;117;1
203;95;58;1
341;206;69;1
97;315;157;1
299;260;60;1
330;80;64;1
91;255;59;1
72;110;86;1
194;431;154;1
123;322;137;1
143;378;144;1
87;247;69;1
26;396;131;1
428;126;31;1
357;195;70;1
335;108;12;1
122;423;94;1
88;109;1;1
114;341;8;1
272;95;57;1
229;179;117;1
394;102;104;1
168;206;32;1
83;96;83;1
116;138;138;1
212;341;57;1
131;99;86;1
256;309;116;1
196;53;42;1
347;411;48;1
155;13;154;1
46;260;76;1
257;433;34;1
19;310;42;1
303;426;48;1
321;232;66;1
352;113;16;1
182;317;86;1
138;356;107;1
357;112;57;1
307;143;156;1
98;86;153;1
305;248;29;1
184;100;130;1
16;80;32;1
111;376;87;1
121;51;84;1
100;42;162;1
26;174;137;1
383;97;25;1
148;104;145;1
233;431;13;1
325;6;58;1
376;156;108;1
377;431;155;1
101;26;21;1
297;241;56;1
261;237;31;1
309;246;17;1
247;325;151;1
318;201;22;1
112;244;94;1
85;86;68;1
423;425;157;1
431;85;117;1
428;431;30;1
116;355;105;1
97;268;158;1
138;259;146;1
173;110;14;1
109;191;155;1
334;322;12;1
95;418;93;1
103;152;44;1
230;106;165;1
10;132;95;1
106;177;108;1
107;100;81;1
345;114;91;1
97;131;109;1
400;431;63;1
203;97;71;1
125;431;83;1
350;350;115;1
384;431;157;1
318;139;42;1
319;129;22;1
86;204;92;1
410;86;17;1
132;102;117;1
380;431;78;1
32;320;156;1
35;392;159;1
273;210;68;1
220;355;153;1
333;230;36;1
76;93;8;1
401;379;48;1
367;103;146;1
415;229;129;1
247;266;19;1
163;91;67;1
367;372;119;1
340;431;156;1
414;108;166;1
88;203;108;1
253;76;87;1
107;108;83;1
305;155;68;1
168;183;135;1
89;392;87;1
302;39;74;1
128;356;104;1
275;314;115;1
243;253;134;1
129;114;89;2
376;176;139;1
174;124;99;1
390;317;33;1
81;92;121;1
229;357;66;1
134;316;143;1
182;167;131;1
392;431;90;1
6;260;113;1
223;382;147;1
203;117;80;1
409;393;93;1
100;110;135;1
217;229;158;1
244;161;33;1
381;315;147;1
431;97;132;1
378;106;151;1
98;265;130;1
306;240;85;1
250;432;13;1
125;109;90;1
144;133;31;1
2;415;95;1
236;106;62;1
339;356;9;1
100;86;62;1
306;52;120;1
183;152;164;1
235;419;83;1
245;393;164;1
412;414;118;1
418;431;86;1
306;242;38;1
95;110;49;1
412;127;84;1
233;43;68;1
2;95;46;1
103;7;156;1
106;431;18;2
356;218;14;1
242;422;136;1
310;434;83;2
195;101;116;1
224;86;55;1
263;176;20;1
338;48;117;1
198;204;108;1
97;2;22;1
169;47;95;1
227;424;81;1
76;167;145;1
321;72;72;1
316;110;11;1
431;103;14;1
14;434;10;1
340;120;96;1
372;127;0;1
154;127;44;1
241;233;90;1
138;34;115;1
299;413;162;1
32;102;120;1
403;310;68;1
378;390;114;1
88;410;20;1
54;371;0;1
178;122;22;1
298;106;39;1
132;137;11;1
74;120;85;1
98;307;162;1
16;350;15;1
415;432;58;1
129;107;116;1
247;12;152;1
96;204;87;1
261;277;37;1
184;93;81;1
29;108;121;1
217;318;19;1
392;422;24;1
105;101;21;1
320;430;166;1
13;172;31;1
272;306;117;1
343;319;139;1
27;368;91;1
198;85;117;1
266;408;81;1
130;311;156;1
271;423;119;1
401;189;89;1
198;335;5;1
357;318;65;1
50;424;67;1
320;21;159;1
242;356;43;1
418;395;68;1
266;140;141;1
352;142;56;1
29;403;44;1
46;30;20;1
178;249;69;1
406;311;140;1
108;380;91;1
133;64;138;1
78;9;164;1
176;306;165;1
84;25;143;1
177;190;52;1
247;148;18;1
73;109;111;1
401;105;132;1
95;2;58;1
347;101;10;1
97;124;37;1
89;29;109;1
366;7;7;1
311;396;67;1
316;133;107;1
409;261;35;1
147;114;135;1
414;431;39;1
377;45;17;1
104;201;60;1
300;244;159;1
272;406;155;1
227;360;55;1
100;128;7;1
209;107;120;1
424;3;16;1
28;137;70;1
220;141;131;1
151;60;7;1
308;374;136;1
400;409;166;1
133;24;113;1
222;356;140;1
69;122;131;1
182;263;91;1
85;226;90;1
313;383;61;1
308;264;46;1
64;96;66;1
174;325;142;1
242;57;40;1
356;311;96;1
99;431;161;1
130;119;15;1
310;113;162;1
376;17;65;1
335;307;165;1
179;355;25;1
341;313;120;1
113;277;119;1
187;119;8;1
306;87;139;1
271;303;133;1
129;147;118;1
101;124;42;1
353;343;132;1
395;91;94;1
307;107;12;1
97;186;89;1
169;88;42;1
176;255;142;1
103;352;69;1
74;123;94;1
306;434;35;1
112;89;128;1
347;47;71;1
388;147;70;1
312;250;96;1
323;179;117;1
307;124;92;1
105;172;122;1
76;125;41;1
413;101;87;1
242;418;143;1
404;434;131;1
247;369;22;1
203;126;67;1
405;109;63;1
130;332;139;1
390;337;138;1
84;93;57;1
137;51;115;1
408;176;63;1
179;98;106;1
51;89;119;1
11;316;37;1
139;244;45;1
179;204;47;1
129;375;132;1
197;280;17;1
260;335;143;1
26;376;167;1
113;45;165;1
312;202;69;1
29;243;9;1
118;177;145;1
27;260;56;1
110;254;121;1
317;352;18;1
425;119;29;1
367;169;120;1
120;27;61;1
383;115;42;1
124;340;140;1
347;135;104;1
96;40;23;1
323;431;67;1
135;88;92;1
238;133;159;1
316;228;41;1
134;98;139;1
431;109;16;1
159;1;83;1
93;390;142;1
173;104;156;1
131;213;60;1
261;199;44;1
194;87;62;1
48;178;18;1
322;218;110;1
413;349;164;1
49;320;107;1
400;210;113;1
128;316;11;1
113;316;137;1
26;342;166;1
102;295;144;1
406;310;159;1
98;434;84;1
326;46;95;1
97;432;16;1
26;24;65;1
99;338;89;1
249;434;37;1
430;202;108;1
50;381;120;1
98;212;95;1
316;97;41;1
102;402;143;1
16;88;140;1
276;429;114;1
106;119;78;1
401;418;157;1
64;75;58;1
102;109;142;1
409;108;64;1
270;169;20;1
41;346;136;1
282;128;15;1
100;91;141;1
212;104;148;1
224;431;56;1
30;325;160;1
277;203;71;1
29;105;65;1
133;18;42;1
345;42;46;1
90;122;167;1
186;105;105;1
100;401;116;1
141;410;7;1
191;110;24;1
96;118;92;1
255;388;17;1
103;313;70;1
318;125;44;1
149;39;88;1
316;89;60;1
248;206;40;1
309;163;55;1
277;267;20;1
242;256;167;1
312;408;47;1
81;59;104;1
97;272;39;1
104;26;24;1
253;375;68;1
130;241;120;1
140;322;13;1
421;310;46;1
255;395;21;1
112;355;14;1
302;431;39;1
10;258;123;1
172;422;141;1
176;79;66;1
431;253;112;1
388;23;56;1
308;111;109;1
40;123;82;1
138;99;71;1
113;433;103;1
332;176;160;1
84;103;117;1
244;187;117;1
299;200;61;1
308;425;126;1
242;317;128;1
118;41;65;1
254;103;103;1
260;251;138;1
404;427;160;1
132;221;140;1
49;92;136;1
197;47;114;1
378;44;162;1
39;67;33;1
348;7;33;1
199;107;93;1
117;247;141;1
92;431;35;1
411;321;155;1
270;373;109;1
154;356;43;1
342;100;33;1
344;394;91;1
165;354;117;1
350;390;68;1
383;196;67;1
165;166;40;1
203;412;128;1
306;168;166;1
401;92;107;1
168;431;115;1
11;127;73;1
47;75;91;1
185;288;57;1
195;306;19;1
324;319;140;1
371;106;70;1
126;300;69;1
106;148;116;1
345;26;20;1
130;305;163;1
160;192;31;1
184;431;162;1
409;315;50;1
402;187;145;1
27;426;167;1
24;431;136;1
87;417;119;1
417;121;18;1
303;126;163;1
299;203;110;1
320;344;155;1
343;243;11;1
396;415;130;1
306;134;21;1
270;250;154;1
413;314;33;1
103;258;136;1
112;306;161;1
271;130;82;1
384;170;20;1
120;87;13;1
394;323;118;1
400;322;166;1
89;119;159;1
104;431;5;1
112;388;83;1
431;103;155;1
51;12;41;1
170;204;21;1
196;210;128;1
379;353;58;1
407;431;86;1
84;347;136;1
181;152;112;1
126;26;82;1
321;431;117;1
234;255;109;1
137;82;153;1
344;117;164;1
405;91;89;1
103;431;17;1
404;419;41;1
165;425;9;1
374;272;141;1
93;431;90;1
143;87;83;1
233;183;24;1
425;398;129;1
109;25;160;1
367;219;96;1
324;303;144;1
127;431;85;1
220;304;91;1
258;271;39;1
163;79;8;1
317;191;142;1
416;245;145;1
320;350;110;1
341;89;81;1
95;400;145;1
30;108;136;1
195;314;60;1
238;315;110;1
102;103;157;1
99;425;122;1
118;313;14;1
186;184;137;1
37;354;114;1
108;142;39;1
232;141;15;1
107;274;70;1
157;125;164;1
80;107;6;1
402;433;14;1
310;401;148;1
403;318;113;1
344;99;165;1
255;266;143;1
202;338;166;1
106;377;16;1
199;29;67;1
248;378;160;1
325;227;22;1
185;131;36;1
316;154;119;1
111;127;84;1
194;61;72;1
389;33;12;1
334;132;104;1
56;61;7;1
402;310;63;1
307;118;71;1
