f;i;t;demand
7;109;102;8
8;138;102;1
9;133;102;1
15;110;102;1
23;94;102;1
24;87;102;2
25;106;102;8
32;132;102;1
34;143;102;2
37;132;102;1
38;327;102;1
44;282;102;2
45;224;102;2
46;327;102;1
48;119;102;1
59;183;102;2
60;203;102;3
61;180;102;1
63;299;102;1
68;246;102;1
70;248;102;1
75;261;102;1
78;278;102;9
79;252;102;2
86;272;102;1
88;403;102;1
89;276;102;2
92;386;102;2
93;18;102;1
94;32;102;1
95;14;102;1
100;4;102;1
103;39;102;1
104;158;102;1
116;206;102;1
120;433;102;2
124;431;102;1
125;431;102;1
2;143;103;5
3;134;103;7
4;143;103;13
5;131;103;10
6;317;103;7
7;109;103;10
8;138;103;1
11;132;103;1
12;122;103;3
13;91;103;1
24;87;103;1
25;106;103;6
27;94;103;1
32;132;103;2
35;142;103;1
36;344;103;1
37;132;103;1
44;282;103;1
45;224;103;1
46;327;103;1
51;355;103;1
59;183;103;1
61;180;103;2
66;236;103;1
67;248;103;1
68;246;103;1
69;263;103;1
78;278;103;6
79;252;103;8
84;424;103;1
85;419;103;1
90;376;103;2
92;386;103;1
100;4;103;1
101;20;103;1
112;56;103;2
116;206;103;1
119;432;103;1
120;433;103;1
123;431;103;1
124;431;103;2
2;143;104;11
3;134;104;13
4;143;104;11
5;131;104;9
6;317;104;13
7;109;104;17
8;138;104;1
10;123;104;3
11;132;104;1
12;122;104;3
13;91;104;2
16;113;104;1
17;105;104;1
18;115;104;1
20;112;104;1
21;111;104;1
22;98;104;1
23;94;104;1
24;87;104;3
25;106;104;13
27;94;104;1
35;142;104;1
37;132;104;2
38;327;104;1
39;332;104;1
40;331;104;1
41;338;104;2
42;342;104;1
44;282;104;3
45;224;104;2
46;327;104;2
47;87;104;1
49;116;104;2
50;334;104;1
52;83;104;1
55;329;104;1
57;186;104;1
59;183;104;3
60;203;104;3
61;180;104;2
62;190;104;1
66;236;104;1
73;274;104;4
75;261;104;2
77;248;104;1
78;278;104;23
79;252;104;17
82;275;104;1
83;407;104;1
87;399;104;2
88;403;104;3
89;276;104;3
90;376;104;1
91;388;104;1
92;386;104;2
94;32;104;1
95;14;104;1
96;28;104;1
100;4;104;1
103;39;104;1
105;159;104;1
106;44;104;1
110;69;104;1
113;211;104;1
114;219;104;1
116;206;104;2
117;219;104;3
119;432;104;2
120;433;104;3
121;431;104;1
125;431;104;1
2;143;105;28
3;134;105;20
4;143;105;16
5;131;105;23
6;317;105;14
7;109;105;28
10;123;105;2
11;132;105;2
12;122;105;3
14;110;105;1
15;110;105;1
16;113;105;1
17;105;105;1
19;104;105;1
20;112;105;1
24;87;105;1
25;106;105;18
32;132;105;2
34;143;105;1
37;132;105;1
40;331;105;2
42;342;105;1
43;365;105;1
44;282;105;1
45;224;105;1
49;116;105;1
52;83;105;1
53;85;105;2
56;119;105;1
57;186;105;1
58;196;105;1
59;183;105;3
61;180;105;3
62;190;105;1
65;236;105;1
66;236;105;1
67;248;105;1
69;263;105;3
74;268;105;1
75;261;105;1
76;248;105;1
78;278;105;14
79;252;105;17
84;424;105;1
86;272;105;1
87;399;105;4
88;403;105;2
89;276;105;2
91;388;105;2
92;386;105;4
93;18;105;1
94;32;105;1
97;10;105;1
98;1;105;1
104;158;105;1
114;219;105;1
116;206;105;2
118;432;105;2
119;432;105;2
121;431;105;1
123;431;105;1
124;431;105;1
125;431;105;1
2;143;106;17
3;134;106;11
4;143;106;22
5;131;106;14
6;317;106;5
7;109;106;18
8;138;106;2
10;123;106;2
11;132;106;1
12;122;106;4
18;115;106;1
22;98;106;2
23;94;106;2
24;87;106;4
25;106;106;14
26;247;106;1
27;94;106;1
28;263;106;2
30;247;106;1
34;143;106;1
35;142;106;1
37;132;106;2
38;327;106;1
40;331;106;1
44;282;106;1
45;224;106;2
46;327;106;1
47;87;106;1
49;116;106;2
50;334;106;1
51;355;106;1
52;83;106;1
57;186;106;1
59;183;106;1
60;203;106;1
61;180;106;2
65;236;106;1
66;236;106;1
67;248;106;1
69;263;106;1
70;248;106;1
72;249;106;1
77;248;106;1
78;278;106;21
79;252;106;11
82;275;106;2
87;399;106;2
88;403;106;3
89;276;106;3
91;388;106;3
92;386;106;2
95;14;106;1
98;1;106;1
100;4;106;2
103;39;106;1
106;44;106;2
111;67;106;2
112;56;106;1
114;219;106;1
115;225;106;1
116;206;106;2
117;219;106;1
119;432;106;1
120;433;106;1
123;431;106;2
124;431;106;1
2;143;107;15
3;134;107;15
4;143;107;13
5;131;107;15
6;317;107;20
7;109;107;14
10;123;107;3
11;132;107;3
12;122;107;2
13;91;107;1
14;110;107;1
15;110;107;1
17;105;107;2
19;104;107;1
20;112;107;2
22;98;107;1
23;94;107;1
24;87;107;7
25;106;107;18
27;94;107;3
28;263;107;1
30;247;107;1
32;132;107;1
37;132;107;1
38;327;107;1
41;338;107;1
43;365;107;1
44;282;107;1
45;224;107;3
46;327;107;2
48;119;107;1
49;116;107;1
51;355;107;1
55;329;107;1
57;186;107;1
58;196;107;1
60;203;107;2
61;180;107;2
62;190;107;1
64;173;107;1
68;246;107;2
71;253;107;2
73;274;107;1
75;261;107;1
78;278;107;22
79;252;107;19
80;111;107;1
83;407;107;2
85;419;107;1
87;399;107;2
88;403;107;2
89;276;107;6
91;388;107;3
94;32;107;1
95;14;107;1
97;10;107;1
100;4;107;2
104;158;107;3
106;44;107;1
107;145;107;1
114;219;107;1
115;225;107;3
116;206;107;2
117;219;107;2
118;432;107;1
119;432;107;2
120;433;107;3
124;431;107;1
2;143;108;14
3;134;108;14
4;143;108;14
5;131;108;14
6;317;108;30
7;109;108;16
8;138;108;1
9;133;108;1
10;123;108;4
11;132;108;1
12;122;108;2
14;110;108;1
16;113;108;3
18;115;108;1
20;112;108;1
24;87;108;1
25;106;108;20
26;247;108;3
27;94;108;1
28;263;108;1
32;132;108;1
35;142;108;1
36;344;108;2
37;132;108;1
38;327;108;2
39;332;108;1
41;338;108;1
43;365;108;1
44;282;108;2
47;87;108;1
53;85;108;2
55;329;108;1
58;196;108;1
59;183;108;1
60;203;108;2
61;180;108;2
62;190;108;1
64;173;108;1
68;246;108;1
69;263;108;1
70;248;108;2
71;253;108;1
74;268;108;1
75;261;108;1
78;278;108;18
79;252;108;19
84;424;108;1
87;399;108;2
88;403;108;3
89;276;108;3
91;388;108;1
96;28;108;1
97;10;108;3
98;1;108;1
108;76;108;1
113;211;108;2
116;206;108;4
117;219;108;1
119;432;108;2
120;433;108;3
123;431;108;1
2;143;109;14
3;134;109;13
4;143;109;11
5;131;109;11
6;317;109;14
7;109;109;19
8;138;109;1
10;123;109;3
11;132;109;2
14;110;109;1
15;110;109;1
16;113;109;1
20;112;109;1
22;98;109;1
24;87;109;1
25;106;109;16
28;263;109;1
30;247;109;1
32;132;109;2
33;354;109;1
35;142;109;1
37;132;109;2
38;327;109;1
44;282;109;1
45;224;109;3
46;327;109;1
47;87;109;1
50;334;109;1
51;355;109;1
56;119;109;1
58;196;109;1
59;183;109;3
60;203;109;3
61;180;109;1
62;190;109;1
63;299;109;1
64;173;109;1
66;236;109;2
73;274;109;1
78;278;109;19
79;252;109;19
80;111;109;2
82;275;109;2
85;419;109;1
86;272;109;1
87;399;109;2
88;403;109;4
89;276;109;5
91;388;109;6
92;386;109;1
94;32;109;1
96;28;109;2
97;10;109;1
98;1;109;1
99;13;109;1
100;4;109;1
103;39;109;1
105;159;109;1
108;76;109;1
112;56;109;1
113;211;109;1
115;225;109;2
117;219;109;2
119;432;109;1
120;433;109;2
124;431;109;1
2;143;110;12
3;134;110;9
4;143;110;13
5;131;110;10
6;317;110;12
7;109;110;11
8;138;110;1
9;133;110;1
10;123;110;1
11;132;110;1
12;122;110;3
20;112;110;1
21;111;110;1
23;94;110;1
24;87;110;1
25;106;110;12
28;263;110;1
30;247;110;1
33;354;110;3
39;332;110;2
44;282;110;1
45;224;110;1
46;327;110;3
47;87;110;1
49;116;110;1
52;83;110;1
55;329;110;1
57;186;110;1
59;183;110;3
60;203;110;2
61;180;110;2
62;190;110;1
63;299;110;1
70;248;110;1
71;253;110;2
73;274;110;1
75;261;110;2
77;248;110;1
78;278;110;10
79;252;110;14
87;399;110;1
88;403;110;1
89;276;110;1
91;388;110;2
92;386;110;2
93;18;110;2
96;28;110;1
97;10;110;3
99;13;110;2
108;76;110;1
115;225;110;1
116;206;110;2
119;432;110;2
123;431;110;2
2;143;111;16
3;134;111;14
4;143;111;14
5;131;111;9
6;317;111;7
7;109;111;17
10;123;111;1
11;132;111;1
12;122;111;3
16;113;111;1
23;94;111;1
24;87;111;1
25;106;111;10
26;247;111;2
31;29;111;1
34;143;111;1
37;132;111;1
38;327;111;1
39;332;111;1
40;331;111;1
45;224;111;4
46;327;111;1
47;87;111;1
50;334;111;2
57;186;111;1
59;183;111;4
61;180;111;1
65;236;111;1
73;274;111;1
74;268;111;1
77;248;111;1
78;278;111;17
79;252;111;14
87;399;111;1
88;403;111;2
89;276;111;1
91;388;111;1
92;386;111;4
93;18;111;1
94;32;111;1
95;14;111;1
96;28;111;3
98;1;111;2
103;39;111;1
105;159;111;1
109;70;111;1
112;56;111;3
115;225;111;2
119;432;111;2
120;433;111;5
2;143;112;13
3;134;112;10
4;143;112;8
5;131;112;11
6;317;112;5
7;109;112;11
15;110;112;1
21;111;112;1
25;106;112;8
31;29;112;1
35;142;112;1
40;331;112;1
44;282;112;2
46;327;112;2
54;329;112;3
58;196;112;1
66;236;112;1
68;246;112;1
72;249;112;1
78;278;112;12
79;252;112;6
84;424;112;1
87;399;112;1
88;403;112;1
89;276;112;1
91;388;112;2
92;386;112;2
99;13;112;1
107;145;112;1
109;70;112;1
113;211;112;1
114;219;112;1
115;225;112;1
117;219;112;1
118;432;112;1
119;432;112;2
121;431;112;1
123;431;112;1
2;143;113;12
3;134;113;5
4;143;113;5
5;131;113;4
6;317;113;8
7;109;113;3
11;132;113;2
13;91;113;1
15;110;113;2
25;106;113;10
32;132;113;1
33;354;113;1
37;132;113;1
42;342;113;1
44;282;113;1
46;327;113;1
53;85;113;1
54;329;113;1
61;180;113;4
71;253;113;1
72;249;113;1
78;278;113;11
79;252;113;3
84;424;113;1
88;403;113;2
89;276;113;1
92;386;113;1
94;32;113;2
103;39;113;2
110;69;113;1
116;206;113;1
119;432;113;1
124;431;113;1
2;143;114;2
3;134;114;7
4;143;114;12
5;131;114;12
6;317;114;11
7;109;114;3
12;122;114;1
13;91;114;1
19;104;114;1
25;106;114;9
27;94;114;1
43;365;114;1
44;282;114;2
45;224;114;1
48;119;114;2
54;329;114;2
59;183;114;2
61;180;114;1
68;246;114;1
70;248;114;1
72;249;114;1
73;274;114;1
74;268;114;1
77;248;114;1
78;278;114;8
79;252;114;8
87;399;114;2
91;388;114;1
92;386;114;2
94;32;114;1
111;67;114;1
116;206;114;2
117;219;114;3
119;432;114;2
3;134;115;4
4;143;115;1
6;317;115;1
7;109;115;3
10;123;115;1
19;104;115;1
25;106;115;6
78;278;115;3
88;403;115;1
93;18;115;1
110;69;115;1
117;219;115;2
2;143;116;1
3;134;116;3
4;143;116;4
5;131;116;2
6;317;116;2
7;109;116;3
10;123;116;1
11;132;116;1
25;106;116;2
26;247;116;1
31;29;116;1
45;224;116;1
78;278;116;1
79;252;116;2
91;388;116;1
99;13;116;2
100;4;116;1
102;8;116;1
116;206;116;1
2;143;117;2
3;134;117;2
4;143;117;1
5;131;117;1
7;109;117;4
12;122;117;1
17;105;117;1
24;87;117;1
25;106;117;2
29;315;117;1
70;248;117;1
78;278;117;2
79;252;117;1
88;403;117;1
89;276;117;1
92;386;117;1
102;8;117;1
2;143;118;2
5;131;118;1
10;123;118;1
15;110;118;1
44;282;118;1
78;278;118;1
80;111;118;1
93;18;118;1
101;20;118;1
115;225;118;1
4;143;119;1
5;131;119;1
25;106;119;2
44;282;119;1
76;248;119;1
78;278;119;1
79;252;119;2
4;143;120;1
12;122;120;1
79;252;120;1
83;407;120;1
2;143;121;3
3;134;121;1
4;143;121;1
7;109;121;2
25;106;121;1
85;419;121;1
95;14;121;1
114;219;121;1
115;225;121;1
119;432;121;1
4;143;122;1
6;317;122;2
19;104;122;1
25;106;122;1
78;278;122;2
3;134;123;1
25;106;123;1
45;224;123;1
79;252;123;1
3;134;124;1
6;317;124;2
7;109;124;1
79;252;124;1
91;388;124;1
114;219;124;1
2;143;125;2
3;134;125;2
4;143;125;4
5;131;125;4
6;317;125;3
7;109;125;2
12;122;125;1
25;106;125;4
30;247;125;1
45;224;125;1
59;183;125;1
69;263;125;1
78;278;125;4
79;252;125;4
92;386;125;1
101;20;125;1
110;69;125;1
119;432;125;1
2;143;126;3
4;143;126;1
5;131;126;1
6;317;126;1
7;109;126;3
21;111;126;1
25;106;126;1
35;142;126;1
37;132;126;1
55;329;126;1
78;278;126;1
79;252;126;1
81;413;126;1
88;403;126;1
91;388;126;1
92;386;126;2
101;20;126;1
122;431;126;1
2;143;127;4
3;134;127;3
4;143;127;1
5;131;127;3
6;317;127;2
7;109;127;1
11;132;127;1
25;106;127;2
41;338;127;1
70;248;127;1
72;249;127;1
79;252;127;2
80;111;127;1
89;276;127;1
101;20;127;1
104;158;127;1
108;76;127;1
118;432;127;1
119;432;127;2
123;431;127;1
2;143;128;5
3;134;128;5
4;143;128;10
5;131;128;5
6;317;128;2
7;109;128;4
11;132;128;2
12;122;128;1
14;110;128;1
17;105;128;1
25;106;128;3
28;263;128;1
33;354;128;1
35;142;128;1
37;132;128;1
44;282;128;1
45;224;128;1
46;327;128;3
54;329;128;1
61;180;128;1
74;268;128;1
78;278;128;4
79;252;128;2
88;403;128;2
114;219;128;1
115;225;128;1
116;206;128;1
117;219;128;2
118;432;128;1
120;433;128;1
122;431;128;1
2;143;129;6
3;134;129;7
4;143;129;2
5;131;129;7
6;317;129;6
7;109;129;7
11;132;129;2
25;106;129;7
37;132;129;1
40;331;129;1
44;282;129;2
45;224;129;2
52;83;129;1
57;186;129;1
58;196;129;1
60;203;129;2
61;180;129;2
64;173;129;1
73;274;129;1
74;268;129;1
78;278;129;5
79;252;129;9
82;275;129;1
87;399;129;1
91;388;129;1
95;14;129;1
101;20;129;1
107;145;129;1
109;70;129;1
116;206;129;1
119;432;129;3
120;433;129;2
125;431;129;1
1;113;130;1
2;143;130;7
3;134;130;3
4;143;130;4
5;131;130;6
6;317;130;7
7;109;130;10
11;132;130;2
17;105;130;1
18;115;130;1
25;106;130;4
43;365;130;1
45;224;130;1
48;119;130;1
59;183;130;1
61;180;130;1
71;253;130;1
72;249;130;1
73;274;130;1
76;248;130;1
78;278;130;1
79;252;130;3
87;399;130;3
92;386;130;1
103;39;130;1
110;69;130;1
115;225;130;1
116;206;130;3
117;219;130;1
119;432;130;2
120;433;130;3
123;431;130;1
2;143;131;6
3;134;131;3
4;143;131;9
5;131;131;5
6;317;131;4
7;109;131;9
12;122;131;1
14;110;131;1
16;113;131;1
20;112;131;1
25;106;131;3
28;263;131;1
37;132;131;1
44;282;131;2
59;183;131;2
66;236;131;1
73;274;131;1
76;248;131;1
78;278;131;7
79;252;131;6
90;376;131;1
91;388;131;1
92;386;131;1
109;70;131;1
113;211;131;1
116;206;131;2
117;219;131;1
118;432;131;1
119;432;131;1
2;143;132;2
3;134;132;9
4;143;132;2
5;131;132;4
6;317;132;4
7;109;132;2
10;123;132;1
11;132;132;1
17;105;132;1
24;87;132;1
25;106;132;3
30;247;132;1
31;29;132;1
34;143;132;2
44;282;132;1
45;224;132;1
78;278;132;5
79;252;132;6
87;399;132;1
92;386;132;1
98;1;132;1
119;432;132;1
2;143;133;5
3;134;133;2
4;143;133;5
5;131;133;3
6;317;133;7
7;109;133;6
11;132;133;1
16;113;133;1
17;105;133;1
25;106;133;5
28;263;133;1
37;132;133;2
41;338;133;1
57;186;133;1
59;183;133;2
75;261;133;1
78;278;133;3
79;252;133;1
88;403;133;1
89;276;133;1
98;1;133;1
117;219;133;1
120;433;133;2
2;143;134;6
3;134;134;2
4;143;134;3
5;131;134;4
6;317;134;5
7;109;134;6
12;122;134;1
18;115;134;1
25;106;134;3
26;247;134;1
28;263;134;1
37;132;134;2
45;224;134;2
46;327;134;3
52;83;134;1
55;329;134;1
56;119;134;1
59;183;134;2
63;299;134;1
78;278;134;3
79;252;134;6
81;413;134;1
83;407;134;1
88;403;134;1
90;376;134;2
91;388;134;1
95;14;134;1
101;20;134;1
110;69;134;1
115;225;134;1
117;219;134;1
119;432;134;1
121;431;134;1
2;143;135;3
3;134;135;5
4;143;135;4
5;131;135;9
6;317;135;4
7;109;135;3
11;132;135;1
21;111;135;1
23;94;135;1
25;106;135;10
26;247;135;1
28;263;135;1
30;247;135;1
34;143;135;1
42;342;135;1
43;365;135;1
44;282;135;1
45;224;135;1
59;183;135;1
60;203;135;1
72;249;135;1
73;274;135;1
78;278;135;4
79;252;135;1
82;275;135;1
87;399;135;1
92;386;135;1
93;18;135;1
110;69;135;1
112;56;135;1
117;219;135;1
123;431;135;1
125;431;135;1
2;143;136;5
3;134;136;7
4;143;136;4
5;131;136;3
6;317;136;5
7;109;136;8
25;106;136;5
29;315;136;1
32;132;136;1
40;331;136;1
41;338;136;1
54;329;136;1
60;203;136;1
61;180;136;1
73;274;136;1
78;278;136;1
79;252;136;3
84;424;136;1
87;399;136;1
88;403;136;2
94;32;136;1
102;8;136;1
105;159;136;1
115;225;136;2
116;206;136;1
120;433;136;1
2;143;137;2
3;134;137;3
4;143;137;5
5;131;137;1
6;317;137;2
7;109;137;7
11;132;137;2
14;110;137;1
18;115;137;1
25;106;137;7
26;247;137;1
34;143;137;1
36;344;137;1
44;282;137;1
45;224;137;2
51;355;137;1
62;190;137;1
71;253;137;1
75;261;137;1
78;278;137;3
79;252;137;5
88;403;137;1
92;386;137;1
107;145;137;1
117;219;137;1
120;433;137;1
2;143;138;1
3;134;138;2
4;143;138;4
5;131;138;5
6;317;138;3
7;109;138;2
11;132;138;1
13;91;138;1
25;106;138;2
27;94;138;1
33;354;138;1
36;344;138;1
42;342;138;1
59;183;138;1
78;278;138;2
79;252;138;4
82;275;138;1
92;386;138;1
98;1;138;1
99;13;138;1
2;143;139;2
3;134;139;3
4;143;139;1
5;131;139;1
6;317;139;1
7;109;139;2
8;138;139;1
12;122;139;1
14;110;139;2
25;106;139;1
38;327;139;1
58;196;139;1
78;278;139;3
79;252;139;1
84;424;139;1
125;431;139;1
1;113;140;1
2;143;140;1
3;134;140;3
4;143;140;3
5;131;140;2
6;317;140;1
7;109;140;1
11;132;140;2
25;106;140;1
44;282;140;1
59;183;140;1
78;278;140;3
79;252;140;1
87;399;140;1
94;32;140;1
96;28;140;1
103;39;140;1
113;211;140;1
117;219;140;1
118;432;140;1
121;431;140;1
2;143;141;2
3;134;141;1
4;143;141;2
5;131;141;1
6;317;141;1
7;109;141;1
12;122;141;2
51;355;141;1
78;278;141;1
79;252;141;3
91;388;141;1
104;158;141;1
116;206;141;1
119;432;141;1
120;433;141;1
2;143;142;1
6;317;142;1
25;106;142;2
78;278;142;1
4;143;143;1
6;317;143;1
21;111;143;1
25;106;143;1
78;278;143;1
79;252;143;1
87;399;143;1
88;403;143;1
89;276;143;1
2;143;144;1
5;131;145;1
6;317;145;1
14;110;145;1
21;111;145;1
45;224;145;1
2;143;146;1
24;87;146;1
25;106;146;1
38;327;146;1
50;334;146;1
3;134;147;2
7;109;147;1
25;106;147;1
5;131;148;1
37;132;148;1
90;376;148;1
2;143;149;3
3;134;149;2
4;143;149;2
5;131;149;2
6;317;149;3
7;109;149;1
24;87;149;2
25;106;149;2
27;94;149;1
45;224;149;1
61;180;149;2
62;190;149;1
79;252;149;1
87;399;149;1
103;39;149;1
115;225;149;1
119;432;149;1
2;143;150;1
3;134;150;3
4;143;150;2
5;131;150;7
6;317;150;1
7;109;150;2
8;138;150;1
25;106;150;1
33;354;150;1
44;282;150;1
49;116;150;1
69;263;150;1
78;278;150;1
79;252;150;2
103;39;150;1
105;159;150;1
117;219;150;2
2;143;151;1
3;134;151;3
5;131;151;3
6;317;151;4
7;109;151;2
10;123;151;2
21;111;151;1
25;106;151;2
37;132;151;1
87;399;151;1
89;276;151;1
91;388;151;1
98;1;151;1
115;225;151;1
116;206;151;1
2;143;152;5
3;134;152;2
4;143;152;3
5;131;152;5
6;317;152;1
7;109;152;2
11;132;152;1
25;106;152;2
33;354;152;1
46;327;152;1
58;196;152;1
78;278;152;1
79;252;152;1
87;399;152;1
88;403;152;1
91;388;152;1
110;69;152;1
2;143;153;2
3;134;153;1
4;143;153;1
5;131;153;5
6;317;153;1
7;109;153;2
17;105;153;1
19;104;153;1
21;111;153;1
48;119;153;2
51;355;153;1
52;83;153;1
70;248;153;1
74;268;153;1
78;278;153;2
79;252;153;2
88;403;153;1
97;10;153;1
110;69;153;1
2;143;154;3
3;134;154;1
4;143;154;2
5;131;154;3
6;317;154;1
10;123;154;1
25;106;154;3
37;132;154;1
45;224;154;1
46;327;154;1
59;183;154;1
60;203;154;1
65;236;154;1
69;263;154;1
78;278;154;2
79;252;154;2
82;275;154;1
91;388;154;1
107;145;154;2
116;206;154;1
117;219;154;1
120;433;154;1
2;143;155;2
3;134;155;1
4;143;155;5
5;131;155;3
6;317;155;3
7;109;155;1
12;122;155;1
14;110;155;1
24;87;155;1
25;106;155;3
46;327;155;1
59;183;155;1
77;248;155;1
78;278;155;2
79;252;155;1
100;4;155;2
107;145;155;1
110;69;155;1
114;219;155;1
115;225;155;1
123;431;155;1
124;431;155;1
2;143;156;3
3;134;156;6
4;143;156;3
5;131;156;4
6;317;156;8
7;109;156;2
11;132;156;1
23;94;156;1
25;106;156;2
44;282;156;1
49;116;156;1
53;85;156;1
59;183;156;1
60;203;156;1
61;180;156;1
78;278;156;4
79;252;156;8
92;386;156;1
94;32;156;1
97;10;156;1
108;76;156;1
124;431;156;1
2;143;157;5
3;134;157;4
4;143;157;1
5;131;157;4
6;317;157;4
7;109;157;2
9;133;157;1
25;106;157;3
39;332;157;1
68;246;157;1
69;263;157;1
75;261;157;1
78;278;157;3
79;252;157;3
83;407;157;1
91;388;157;1
96;28;157;1
109;70;157;1
116;206;157;1
117;219;157;3
2;143;158;7
3;134;158;2
4;143;158;2
5;131;158;2
6;317;158;3
7;109;158;3
8;138;158;1
10;123;158;1
15;110;158;1
19;104;158;1
25;106;158;4
31;29;158;1
44;282;158;1
46;327;158;1
48;119;158;1
51;355;158;2
57;186;158;1
59;183;158;2
60;203;158;1
67;248;158;1
71;253;158;1
78;278;158;5
79;252;158;2
81;413;158;1
84;424;158;1
93;18;158;1
103;39;158;1
113;211;158;1
116;206;158;1
117;219;158;1
2;143;159;2
3;134;159;2
4;143;159;6
5;131;159;3
6;317;159;5
7;109;159;3
21;111;159;1
24;87;159;1
25;106;159;5
50;334;159;1
55;329;159;1
59;183;159;1
70;248;159;2
78;278;159;4
79;252;159;7
87;399;159;1
92;386;159;2
105;159;159;1
109;70;159;1
110;69;159;1
116;206;159;1
125;431;159;1
1;113;160;1
2;143;160;4
3;134;160;5
4;143;160;5
5;131;160;2
6;317;160;2
7;109;160;2
25;106;160;4
28;263;160;1
36;344;160;1
50;334;160;1
66;236;160;1
78;278;160;2
79;252;160;2
85;419;160;1
92;386;160;1
98;1;160;1
112;56;160;1
116;206;160;1
117;219;160;1
119;432;160;1
121;431;160;1
2;143;161;1
3;134;161;5
4;143;161;3
5;131;161;2
6;317;161;3
7;109;161;2
8;138;161;2
12;122;161;2
16;113;161;1
24;87;161;2
25;106;161;2
37;132;161;1
38;327;161;1
45;224;161;2
48;119;161;1
54;329;161;1
61;180;161;1
69;263;161;1
78;278;161;1
79;252;161;2
84;424;161;1
85;419;161;1
96;28;161;1
104;158;161;1
116;206;161;1
117;219;161;1
119;432;161;2
120;433;161;1
2;143;162;3
3;134;162;4
4;143;162;6
5;131;162;2
6;317;162;4
7;109;162;3
10;123;162;1
25;106;162;1
27;94;162;1
29;315;162;2
37;132;162;1
40;331;162;1
45;224;162;2
46;327;162;1
50;334;162;1
51;355;162;1
54;329;162;2
69;263;162;1
78;278;162;3
79;252;162;1
87;399;162;2
88;403;162;3
89;276;162;2
92;386;162;2
95;14;162;1
115;225;162;1
116;206;162;2
2;143;163;1
3;134;163;2
5;131;163;2
6;317;163;2
7;109;163;1
22;98;163;1
46;327;163;2
50;334;163;1
60;203;163;1
71;253;163;1
75;261;163;1
79;252;163;1
117;219;163;2
2;143;164;2
3;134;164;4
4;143;164;1
5;131;164;1
6;317;164;1
25;106;164;3
61;180;164;1
78;278;164;1
82;275;164;1
87;399;164;1
88;403;164;1
92;386;164;1
101;20;164;1
106;44;164;1
112;56;164;1
117;219;164;1
2;143;165;2
3;134;165;2
4;143;165;1
6;317;165;1
24;87;165;1
36;344;165;1
63;299;165;1
78;278;165;1
79;252;165;1
91;388;165;1
96;28;165;1
115;225;165;1
2;143;166;1
5;131;166;1
79;252;166;1
114;219;166;1
25;106;167;1
